**********
Total number of connected components: 41948
**********
Word | # Components | Max Degree :# Vertices w/ Max Degree | Word List w/ Max Degree
returning                    |    4 |    1 : 4    | ['echo', 'fetching', 'home', 'recur'] 
returns                      |   17 |    1 : 17   | ['appear', 'back', 'boomerang', 'gift', 'happy', 'hostility', 'knight', 'library', 'marshall', 'mummy', 'profits', 'reboots', 'refund', 'resurrects', 'sales', 'sequel', 'tax'] 
reunion                      |   14 |    6 : 1    | ['family'] 
reunions                     |    2 |    1 : 2    | ['gathering', 'picnics'] 
reunited                     |    1 |    1 : 1    | ['found'] 
reup                         |    2 |    1 : 2    | ['continue', 'restate'] 
reusable                     |    1 |    1 : 1    | ['recycle'] 
reuse                        |    6 |    5 : 1    | ['recycle'] 
reuseable                    |    2 |    1 : 2    | ['plastic', 'recycle'] 
reusing                      |    2 |    1 : 2    | ['recycling', 'redoing'] 
revamp                       |    8 |    4 : 1    | ['repair'] 
reveal                       |   19 |    7 : 1    | ['show'] 
revealed                     |    6 |    1 : 6    | ['disclose', 'discover', 'exposed', 'naked', 'shown', 'uncovered'] 
revealing                    |    4 |    1 : 4    | ['lightening', 'lingerie', 'underwear', 'unveiling'] 
revelation                   |   22 |    2 : 4    | ['answer', 'apocalypse', 'bible', 'epiphany'] 
revelations                  |    5 |    2 : 1    | ['sensitive'] 
reveled                      |    4 |    1 : 4    | ['exposed', 'opened', 'showing', 'uncovered'] 
revelry                      |    4 |    1 : 4    | ['enjoyment', 'noisy', 'oktoberfest', 'party'] 
revenant                     |    4 |    1 : 4    | ['animated', 'apparitions', 'oscar', 'undead'] 
revenge                      |   26 |    3 : 1    | ['nerd'] 
revengeance                  |    2 |    1 : 2    | ['retaliation', 'spitefulness'] 
revengeful                   |    1 |    1 : 1    | ['women'] 
revenue                      |   17 |    3 : 2    | ['stream', 'taxes'] 
reverb                       |    4 |    1 : 4    | ['amplifier', 'plate', 'strident', 'verb'] 
reverberate                  |    8 |    3 : 1    | ['echo'] 
reverberations               |    2 |    1 : 2    | ['echo', 'vibrations'] 
revere                       |   10 |    2 : 1    | ['paul'] 
revered                      |    2 |    1 : 2    | ['sacred', 'worshipped'] 
reverence                    |    3 |    1 : 3    | ['adorable', 'respect', 'shrine'] 
reverend                     |    2 |    1 : 2    | ['clergy', 'vicar'] 
reverent                     |    2 |    1 : 2    | ['awed', 'respectful'] 
reverie                      |    1 |    1 : 1    | ['dream'] 
reverse                      |   21 |    3 : 2    | ['backwards', 'engineer'] 
reversed                     |    2 |    1 : 2    | ['inverted', 'polarized'] 
reversi                      |    2 |    1 : 2    | ['game', 'othello'] 
revert                       |    1 |    1 : 1    | ['change'] 
review                       |   31 |    4 : 1    | ['critic'] 
reviewer                     |    2 |    1 : 2    | ['critic', 'reminder'] 
reviews                      |    4 |    1 : 4    | ['boxoffice', 'movie', 'publication', 'ratings'] 
revise                       |    4 |    1 : 4    | ['draft', 'ouch', 'resize', 'review'] 
revises                      |    2 |    1 : 2    | ['exam', 'learns'] 
revisit                      |    4 |    1 : 4    | ['analyse', 'relive', 'retrace', 'return'] 
revisits                     |    2 |    1 : 2    | ['departed', 'memory'] 
revisor                      |    2 |    1 : 2    | ['conductor', 'control'] 
revitalisation               |    2 |    1 : 2    | ['shampoo', 'shock'] 
revitalise                   |    2 |    1 : 2    | ['enhance', 'refurbish'] 
revitalised                  |    2 |    1 : 2    | ['manifold', 'vitality'] 
revitalize                   |    2 |    1 : 2    | ['energize', 'renew'] 
revival                      |    3 |    1 : 3    | ['growth', 'renaissance', 'renewal'] 
revivalist                   |    2 |    1 : 2    | ['aptitude', 'liturgist'] 
revive                       |   10 |    1 : 10   | ['awaken', 'breathe', 'recover', 'refresh', 'relieve', 'restore', 'resurrect', 'resurrection', 'resuscitate', 'resuscitation'] 
revived                      |    2 |    1 : 2    | ['renewed', 'rested'] 
revoke                       |    2 |    1 : 2    | ['annul', 'bait-and-switch'] 
revolt                       |    9 |    1 : 9    | ['apes', 'commies', 'egypt', 'peasant', 'revolution', 'taxes', 'turmoil', 'upheaval', 'uprising'] 
revolting                    |    7 |    4 : 1    | ['disgusting'] 
revolution                   |   82 |    7 : 1    | ['change'] 
revolutionary                |    6 |    2 : 1    | ['change'] 
revolutions                  |    2 |    1 : 2    | ['orbit', 'vertigo'] 
revolve                      |    9 |    2 : 1    | ['involve'] 
revolver                     |   22 |    6 : 1    | ['gun'] 
revolves                     |    2 |    1 : 2    | ['spins', 'turns'] 
revolving                    |    2 |    1 : 2    | ['door', 'spinning'] 
revue                        |    1 |    1 : 1    | ['sketch'] 
revulsion                    |    4 |    1 : 4    | ['convulsion', 'disgust', 'dislike', 'withdrawing'] 
revving                      |    2 |    1 : 2    | ['engine', 'speed'] 
reward                       |   33 |    6 : 1    | ['prize'] 
rewarding                    |    6 |    1 : 6    | ['beneficial', 'bonuses', 'demanding', 'experience', 'pay', 'warding'] 
rewards                      |   14 |    1 : 14   | ['bounties', 'compensation', 'consequences', 'deeds', 'gifts', 'money', 'onwards', 'pampers', 'points', 'prize', 'prizes', 'rich', 'riches', 'sweets'] 
rewind                       |   20 |    8 : 1    | ['pause'] 
rewiring                     |    2 |    1 : 2    | ['programming', 'spaghetti'] 
rework                       |    2 |    1 : 2    | ['alter', 'rehash'] 
rex                          |    8 |    1 : 8    | ['dinosaur', 'dinosaurs', 'king', 'oedipus', 'platypus', 't', 'tyrannical', 'tyrannosaurus'] 
reynolds                     |    4 |    1 : 4    | ['burt', 'darlington', 'deadpool', 'ryan'] 
rezillos                     |    1 |    1 : 1    | ['punk'] 
rezonorate                   |    2 |    1 : 2    | ['dubya', 'music'] 
rflo                         |    1 |    1 : 1    | ['rofl'] 
rgb                          |    2 |    1 : 2    | ['anachronic', 'cmyk'] 
rhapsody                     |    6 |    2 : 3    | ['bohemian', 'music', 'queen'] 
rhcp                         |    2 |    1 : 2    | ['holes', 'snow'] 
rhetoric                     |    4 |    1 : 4    | ['dialogue', 'oratory', 'repetition', 'sermon'] 
rhetorical                   |    1 |    1 : 1    | ['question'] 
rhiannon                     |    2 |    1 : 2    | ['nightime', 'rhino'] 
rhinestone                   |    2 |    1 : 2    | ['cowboy', 'stone'] 
rhino                        |    6 |    3 : 1    | ['horn'] 
rhinoceros                   |    8 |    3 : 1    | ['unicorn'] 
rhinocerous                  |    4 |    1 : 4    | ['elephant', 'elephants', 'hippopotamus', 'horn'] 
rhinoplasty                  |    4 |    1 : 4    | ['liposuction', 'nose', 'nosedive', 'septoplasty'] 
rhinos                       |    5 |    2 : 1    | ['hippos'] 
rhinotomy                    |    2 |    1 : 2    | ['lopped', 'punishment'] 
rhne                         |    2 |    1 : 2    | ['bluffy', 'river'] 
rhodes                       |    4 |    1 : 4    | ['charity', 'colossus', 'greek', 'scholar'] 
rhodesia                     |    1 |    1 : 1    | ['chrome'] 
rhodesian                    |    2 |    1 : 2    | ['back', 'zimbabwe'] 
rhododendron                 |    4 |    1 : 4    | ['bush', 'mountains', 'plants', 'rose'] 
rhomboid                     |    2 |    1 : 2    | ['diamond', 'shape'] 
rhombus                      |    2 |    1 : 2    | ['diamond', 'lozenges'] 
rhubarb                      |    9 |    2 : 2    | ['custard', 'pie'] 
rhyme                        |   29 |    5 : 1    | ['reason'] 
rhymes                       |    8 |    1 : 8    | ['baby', 'busta', 'lyrics', 'nursery', 'pan', 'play', 'rapper', 'woes'] 
rhymez                       |    2 |    1 : 2    | ['nursery', 'poetry'] 
rhyming                      |    4 |    1 : 4    | ['alliteration', 'cockney', 'poetry', 'slang'] 
rhymster                     |    2 |    1 : 2    | ['chaucer', 'novice'] 
rhythm                       |   51 |   17 : 1    | ['beat'] 
rhythmnah                    |    2 |    1 : 2    | ['rhyme', 'rime'] 
rhythms                      |    2 |    1 : 2    | ['dickory', 'pale'] 
riata                        |    2 |    1 : 2    | ['corral', 'cowboy'] 
rib                          |    7 |    2 : 1    | ['cage'] 
rib-eye                      |    1 |    1 : 1    | ['steak'] 
ribbed                       |    2 |    1 : 2    | ['durex', 'flavoured'] 
ribbet                       |    2 |    1 : 2    | ['croak', 'toad'] 
ribbing                      |    2 |    1 : 2    | ['mmmm', 'teasing'] 
ribbit                       |    6 |    2 : 1    | ['frog'] 
ribbon                       |   19 |    9 : 1    | ['bow'] 
ribbons                      |    9 |    3 : 1    | ['bows'] 
ribeye                       |    4 |    1 : 4    | ['cheesesteak', 'grill', 'ranches', 'toes'] 
ribit                        |    2 |    1 : 2    | ['amphibian', 'frog'] 
ribs                         |   29 |    6 : 1    | ['barbecue'] 
rice                         |   61 |   13 : 1    | ['pudding'] 
ricecake                     |    2 |    1 : 2    | ['diet', 'sushi'] 
ricefields                   |    1 |    1 : 1    | ['sparrow'] 
ricer                        |    2 |    1 : 2    | ['beaner', 'modded'] 
rich                         |   73 |   13 : 1    | ['poor'] 
richard                      |   22 |    3 : 1    | ['king'] 
richards                     |    2 |    1 : 2    | ['keith', 'reed'] 
riche                        |    3 |    1 : 3    | ['beggar', 'money', 'poor'] 
richelieu                    |    2 |    1 : 2    | ['omnipotent', 'rock'] 
riches                       |   16 |    5 : 1    | ['rags'] 
richness                     |    1 |    1 : 1    | ['beatitudes'] 
richter                      |    1 |    1 : 1    | ['tremble'] 
rick                         |    9 |    1 : 9    | ['astley', 'balls', 'bottom', 'dick', 'morris', 'richard', 'roll', 'rude', 'shaw'] 
rickets                      |    2 |    1 : 2    | ['racket', 'skittles'] 
rickety                      |    2 |    1 : 2    | ['derelict', 'infirm'] 
rickles                      |    2 |    1 : 2    | ['goody', 'puck'] 
rickroll                     |    1 |    1 : 1    | ['game'] 
ricky                        |    4 |    1 : 4    | ['frank', 'gael', 'marco', 'red'] 
ricochet                     |   10 |    1 : 10   | ['ba', 'backfire', 'boomerang', 'bounce', 'bullet', 'ding', 'fishflops', 'ocelot', 'recoil', 'skip'] 
ricochetted                  |    2 |    1 : 2    | ['bounced', 'bulls-eye'] 
ricolaaaaaaaaaaaaaaaaaaaaaa  |    1 |    1 : 1    | ['swiss'] 
ricotta                      |    1 |    1 : 1    | ['mozzarella'] 
rid                          |   10 |    1 : 10   | ['clear', 'divest', 'dump', 'eliminated', 'garbage', 'junk', 'riddle', 'ride', 'shuck', 'upchucked'] 
riddance                     |    2 |    2 : 1    | ['good'] 
ridden                       |    6 |    1 : 6    | ['angst', 'bike', 'bug', 'hidden', 'sincere', 'tripped'] 
riddick                      |    6 |    1 : 6    | ['chronicles', 'diesel', 'furyan', 'shiv', 'underverse', 'wave'] 
riddickule                   |    2 |    1 : 2    | ['hoplite', 'kool'] 
riddle                       |   28 |    9 : 1    | ['enigma'] 
riddler                      |   10 |    2 : 3    | ['enigma', 'penguin', 'puzzle'] 
riddles                      |   11 |    2 : 1    | ['sphinx'] 
ride                         |   66 |   15 : 1    | ['horse'] 
rider                        |   30 |    8 : 1    | ['horse'] 
riders                       |    7 |    2 : 3    | ['horses', 'rohan', 'storm'] 
rides                        |    9 |    3 : 1    | ['carnival'] 
ridge                        |   14 |    1 : 14   | ['atlantic', 'back', 'cemetery', 'cliff', 'crest', 'furrow', 'icelandic', 'oak', 'overlook', 'peak', 'plateau', 'ruffle', 'ruffles', 'verge'] 
ridgeback                    |    2 |    1 : 2    | ['backpacker', 'hiking'] 
ridges                       |    2 |    1 : 2    | ['dimes', 'ruffles'] 
ridiclularity                |    1 |    1 : 1    | ['unconventional'] 
ridicule                     |   10 |    1 : 10   | ['comedy', 'denier', 'dissolution', 'flames', 'insult', 'laughter', 'mockery', 'mocking', 'roast', 'scorn'] 
ridiculous                   |   22 |    2 : 1    | ['absurd'] 
